AEther Searcher	乙太探寻客
Shimmering Grotto	闪烁石室
Shimmering Mirage	闪烁蜃影
Shimmering Wings	闪烁光翼
Shimmerscale Drake	蓝光鳞龙兽
Shinen of Fear's Chill	冷颤思念
Shinen of Flight's Wings	飞翼思念
Shinen of Fury's Fire	怒火思念
Shinen of Life's Roar	雄嚎思念
Shinen of Stars' Light	星光思念
Shinewend	明旅灵
Shining Aerosaur	耀日翔翼龙
Shining Shoal	明光群列
Shinka Gatekeeper	真火门卫
Shinka, the Bloodsoaked Keep	腥血阁真火
Shipbreaker Kraken	裂船巨海兽
Shipwreck Looter	船难掠夺客
Shipwreck Moray	覆船海鳝
Shipwreck Singer	海难歌手
Shirei, Shizo's Caretaker	死藏总管死零
Shisato, Whispering Hunter	低语猎手刺锁斗
Shiv's Embrace	西瓦之拥
Shivan Dragon	西瓦巨龙
Shivan Emissary	西瓦密使
Shivan Gorge	西瓦峡谷
Shivan Harvest	西瓦收成
Shivan Hellkite	西瓦残虐者
Shivan Meteor	西瓦陨石击
Shivan Oasis	西瓦绿洲
Shivan Phoenix	西瓦凤凰
Shivan Raptor	西瓦迅猛龙
Shivan Reef	西瓦暗礁
Shivan Sand-Mage	西瓦砂法师
Shivan Wumpus	西瓦狮头象
Shivan Wurm	西瓦亚龙
Shivan Zombie	西瓦灵俑
Shizo, Death's Storehouse	死藏
Shizuko, Caller of Autumn	迎秋使志津子
Shoal Serpent	暗礁巨蛇
Shock	电震
Shock Troops	震撼部队
Shocker	电击虫
Shockmaw Dragon	雷吼巨龙
Shore Keeper	海岸守卫
Shore Snapper	海岸快嘴兽
Shorecrasher Elemental	破岸元素
Shorecrasher Mimic	破岸拟态妖
Shoreline Raider	沿岸掠夺队
Shoreline Ranger	沿岸巡逻人
Shoreline Salvager	海岸线回收兽
Shoulder to Shoulder	并肩作战
Shoving Match	推挤角力
Show and Tell	谆谆教诲
Show of Valor	英勇展现
Shower of Coals	煤炭雨
Shower of Sparks	星火雨
Showstopper	惊爆现场
Shrapnel Blast	碎片冲击
Shred Memory	破碎记忆
Shredding Winds	裂碎之风
Shreds of Sanity	碾碎心智
Shrewd Hatchling	机伶幼雏
Shrewd Negotiation	机伶协商
Shriek Raptor	尖鸣猎鸟
Shriek of Dread	慑魂尖鸣
Shriekgeist	尖鸣游魂
Shriekhorn	悲鸣号角
Shrieking Affliction	尖鸣折磨
Shrieking Drake	悲鸣龙兽
Shrieking Grotesque	尖鸣怪诞
Shrieking Mogg	尖声莫葛
Shrieking Specter	尖鸣幽灵
Shriekmaw	尖吼怪
Shrike Harpy	钩嘴哈痞
Shrill Howler	尖声嚎狼
Shrine of Boundless Growth	不息成长祭祠
Shrine of Burning Rage	火热愤怒祭祠
Shrine of Limitless Power	无尽力量祭祠
Shrine of Loyal Legions	忠贞军团祭祠
Shrine of Piercing Vision	锐利视线祭祠
Shrine of the Forsaken Gods	弃神祭祠
Shrink	萎缩术
Shrivel	皱缩
Shriveling Rot	枯萎凋零
Shrouded Lore	久掩知识
Shrouded Serpent	雾隐巨蛇
Shu Cavalry	蜀国骑兵
Shu Defender	蜀国防卫队
Shu Elite Companions	蜀国精卫队
Shu Elite Infantry	蜀国精锐步兵
Shu Farmer	蜀国农民
Shu Foot Soldiers	蜀国步兵
Shu General	蜀国将军
Shu Grain Caravan	蜀国运粮队
Shu Soldier-Farmers	蜀国屯田兵
Shu Yun, the Silent Tempest	寂岚恕云
Shuko	手甲
Shunt	易辙
Shuriken	手里剑
Shyft	变色兽
Sibilant Spirit	嘶嘶仙灵
Sibsig Host	尸虏大军
Sibsig Icebreakers	破冰尸虏
Sibsig Muckdraggers	掘淤尸虏
Sick and Tired	病弱与疲累
Sicken	不适
Sickening Dreams	作呕之梦
Sickening Shoal	作呕群列
Sickle Ripper	镰刀夺魂妖
Sickleslicer	镰切装
Sidar Jabari	希达将军贾巴力
Sidar kondo of Jamuraa	达姆拉的西达将军刚多
Sideswipe	擦边侧击
Sidewinder Naga	侧击那伽
Sidewinder Sliver	侧击裂片妖
Sidisi's Faithful	谢迪西的信徒
Sidisi's Pet	谢迪西的宠物
Sidisi, Brood Tyrant	族群暴君谢迪西
Sidisi,Undead Vizier	不死宰相谢迪西
Siege Behemoth	攻城贝西摩斯
Siege Dragon	攻城巨龙
Siege Mastodon	攻城乳齿象
Siege Modification	围攻改装
Siege Rhino	攻城犀牛
Siege Wurm	攻城亚龙
Siege of Towers	众塔围城
Siege-Gang Commander	攻城指挥官
Siegecraft	攻城计
Sift	详查
Sift Through Sands	筛遍河砂
Sifter Wurm	碎岩亚龙
Sifter of Skulls	筛颅恶体
Sigarda's Aid	席嘉妲的援助
Sigarda, Heron's Grace	苍鹭风华席嘉妲
Sigarda, Host of Herons	苍鹭天使席嘉妲
Sigardian Priest	席嘉妲僧侣
Sight Beyond Sight	视相超尘
Sight of the Scalelords	王鳞锐目
Sighted-Caste Sorcerer	慧眼种姓术士
Sightless Brawler	盲目喧哗兵
Sightless Ghoul	盲目食尸鬼
Sigil Blessing	印记加持
Sigil Captain	印记队长
Sigil Tracer	印记映描师
Sigil of Distinction	明辨印记
Sigil of Sleep	催眠印
Sigil of Valor	骁勇印记
Sigil of the Empty Throne	虚位印记
Sigil of the Nayan Gods	纳雅神明印记
Sigil of the New Dawn	新黎明的印记
Sigiled Behemoth	持印贝西摩斯
Sigiled Paladin	持印神圣武士
Sigiled Skink	符印石龙子
Sigiled Starfish	符印海星
Sign in Blood	以血立契
Signal Pest	信号害虫
Signal the Clans	通报部族
Silas Renn,Seeker Adept	致知专家赛拉司雷恩
Silburlind Snapper	西布林巨嘴龟
Silence	封口
Silence the Believers	信者噤声
Silent Arbiter	沉静仲裁者
Silent Artisan	缄默工匠
Silent Assassin	寂静杀手
Silent Attendant	沈静的随员
Silent Departure	寂静退场
Silent Observer	寂静观客
Silent Sentinel	沉静哨卫
Silent Skimmer	寂静飞掠体
Silent Specter	寂静幽灵
Silent-Blade Oni	静刃邪鬼
Silent-Chant Zubera	默祷无面鬼
Silhana Ledgewalker	西哈纳檐行者
Silhana Starfletcher	西哈纳星箭手
Silhouette	侧影术
Silk Net	丝网
Silkbind Faerie	丝缚仙灵
Silkenfist Fighter	丝拳战士
Silkenfist Order	丝拳教士团
Silklash Spider	丝鞭蜘蛛
Silkweaver Elite	纺丝精兵
Silkwing Scout	丝翼斥候
Silkwrap	丝缎缚身
Silt Crawler	淤泥匐行兽
Silumgar Assassin	席穆嘉族杀手
Silumgar Butcher	席穆嘉族屠夫
Silumgar Monument	席穆嘉纪念碑
Silumgar Sorcerer	席穆嘉族术士
Silumgar Spell-Eater	席穆嘉族噬咒妖
Silumgar's Command	席穆嘉的指命
Silumgar's Scorn	席穆嘉的轻蔑
Silumgar, the Drifting Death	夷灭龙王席穆嘉
Silver Drake	银色龙兽
Silver Erne	银海鵰
Silver Knight	银骑士
Silver Myr	银秘耳
Silver Seraph	银翎炽天使
Silver Wyvern	银色蜿龙
Silver-Inlaid Dagger	嵌银匕首
Silverback Ape	银背猿
Silverblade Paladin	银刃神圣武士
Silverchase Fox	银奔狐
Silverclaw Griffin	银爪狮鹫
Silvercoat Lion	银毛狮
Silverfur Partisan	银毛游狼
Silvergill Adept	银鳃专家
Silvergill Douser	银鳃浸水师
Silverglade Elemental	银镜谷元素
Silverglade Pathfinder	银镜谷拓荒者
Silverpelt Werewolf	银白狼人
Silverskin Armor	银肌甲
Silverstorm Samurai	银岚武士
Silverstrike	银刃击
Silvos, Rogue Elemental	戾气元素希沃斯
Sima Yi, Wei Field Marshal	魏国军师司马懿
Simian Brawler	猿猴喧哗兵
Simian Grunts	猿猴兵团
Simian Spirit Guide	猿猴精怪向导
Simic Basilisk	析米克蜥怪
Simic Charm	析米克护符
Simic Cluestone	析米克示石
Simic Fluxmage	析米克变异法师
Simic Growth Chamber	析米克生长室
Simic Guildgate	析米克公会门
Simic Guildmage	析米克公会法师
Simic Initiate	析米克新手
Simic Keyrune	析米克符镇兵
Simic Manipulator	析米克操弄师
Simic Ragworm	析米克破坏蠕虫
Simic Signet	析米克印记
Simic Sky Swallower	析米克蔽空霸
Simoon	热风沙
Simple (Pure/Simple)	简单 (简单/纯净)
Simplify	简约化
Simulacrum	替身
Sin Collector	汇业僧
Sin Prodder	纵恶魔鬼
Sindbad	辛巴达
Sinew Sliver	肌腱裂片妖
Singe	焦烫
Singe-Mind Ogre	焦思食人魔
Singing Bell Strike	荡钟击
Singing Tree	唱歌树
Sinister Concoction	调和恶念
Sinister Possession	恶念夺身
Sinister Strength	不祥之力
Sink into Takenuma	陷入竹沼
Sinkhole	地陷
Sinking Feeling	沉落感
Sins of the Past	往昔罪行
Sinstriker's Will	破罪师的意志
Sinuous Predator	扭曲掠体
Sinuous Striker	蜷曲打击手
Sinuous Vermin	扭曲病媒
Sip of Hemlock	啜饮剧毒
Sir Shandlar of Eberyn	艾伯因的山德爵
Sire of Insanity	疯狂君父
Sire of Stagnation	阻滞君父
Sire of the Storm	风暴之父
Siren Lookout	塞连警戒员
Siren Song Lyre	塞连之歌竖琴
Siren Stormtamer	息暴塞连
Siren of the Fanged Coast	毒牙海岸塞连
Siren of the Silent Song	默曲塞连
Siren's Call	塞连的引诱
Siren's Ruse	塞连诈术
Sirocco	西洛可风
Sisay's Ingenuity	西赛的巧思
Sisay's Ring	西赛的戒指
Sisters of Stone Death	石化眼姊妹
Sisters of the Flame	赤炎修女
Sivitri Scarzam	希微翠·丝卡赞
Sivvi's Ruse	西薇的妙计
Sivvi's Valor	西薇的勇气
Sixth Sense	第六感
Sizzle	嘶爆
Skaab Goliath	巨硕尸嵌
Skaab Ruinator	破垣尸嵌
Skarrg Goliath	始卡克巨人
Skarrg Guildmage	始卡克公会法师
Skarrg, the Rage Pits	怒火坑始卡克
Skarrgan Firebird	始卡克火鸟
Skarrgan Pit-Skulk	始卡克潜坑兵
Skarrgan Skybreaker	始卡克天雷师
Skeletal Changeling	骨骸化形
Skeletal Crocodile	骷髅鳄鱼
Skeletal Grimace	骷髅怪相
Skeletal Kathari	骷髅卡刹立
Skeletal Scrying	骸骨占卜
Skeletal Snake	骷髅蛇
Skeletal Vampire	骨骸吸血鬼
Skeletal Wurm	骷髅亚龙
Skeleton Key	万能钥匙
Skeleton Scavengers	腐食骷髅
Skeleton Shard	骨骸碎片
Skeleton Ship	骷髅船
Skeletonize	烧成骷髅
Skill Borrower	借招法师
Skillful Lunge	老练刺击
Skin Invasion	皮肤入侵
Skin Shedder	蜕皮妖
Skinbrand Goblin	烙肤鬼怪
Skinrender	裂肤灵俑
Skinshifter	变貌师
Skinthinner	削皮怪
Skinwing	皮翼装
Skirge Familiar	斯克魔佣兽
Skirk Alarmist	司克警报手
Skirk Commando	司克突击兵
Skirk Drill Sergeant	司克钻探士官
Skirk Fire Marshal	司克火元帅
Skirk Marauder	司克劫掠者
Skirk Outrider	司克前导兵
Skirk Prospector	司克探矿者
Skirk Ridge Exhumer	司克山脊掘坟怪
Skirk Shaman	司克祭师
Skirk Volcanist	司克火山术士
Skirsdag Cultist	史革达教众
Skirsdag Flayer	史革达劫命僧
Skirsdag High Priest	史革达高阶僧侣
Skirsdag Supplicant	史革达祈愿僧
Skithiryx, the Blight Dragon	枯萎巨龙极兹锐
Skitter of Lizards	掠行蜥蜴
Skittering Crustacean	掠行甲壳蟹
Skittering Heartstopper	掠行断心虫
Skittering Horror	掠行惊惧兽
Skittering Invasion	掠行侵略
Skittering Monstrosity	掠行巨兽
Skittering Skirge	漂浮斯克魔
Skitterskin	掠皮恶体
Skittish Kavu	惊慌卡甫
Skittish Valesk	惊慌伐雷兽
Skizzik	嘶气客
Skizzik Surger	翻腾嘶气客
Skred	崩雪咒
Skulduggery	阴谋诡计
Skulking Fugitive	隐匿的逃犯
Skulking Ghost	隐匿鬼魂
Skulking Knight	隐匿骑士
Skull Catapult	骷髅投石器
Skull Collector	搜颅魔
Skull Fracture	头骨破裂
Skull Rend	撕裂头颅
Skull of Orm	傲姆的头骨
Skull of Ramos	瑞莫斯之骨
Skullbriar, the Walking Grave	墓场行者骷髅茨
Skullcage	锁颅槛
Skullclamp	备忘夹
Skullcrack	碎颅击
Skullmane Baku	骨鬃食梦兽
Skullmead Cauldron	颅酿鼎镬
Skullmulcher	掩颅灵
Skullscorch	炙首
Skullsnatcher	夺骨鼠人
Skulltap	开颅术
Skullwinder	颅骨响尾蛇
Sky Diamond	天蓝钻石
Sky Hussar	翔空轻骑兵
Sky Ruin Drake	天空遗迹龙兽
Sky Scourer	荡空奴兽
Sky Skiff	飞空舟
Sky Spirit	天空精怪
Sky Swallower	噬天霸
Sky Terror	霸天龙
Sky Weaver	织天巧匠
Sky-Eel School	滑风鱼群
Skybind	缚空咒
Skyblade of the Legion	军团天刃兵
Skyblinder Staff	缚空杖
Skyclaw Thrash	飞爪击族
Skycloud Egg	天云卵
Skycloud Expanse	天云旷野
Skyfire Kirin	空火麒麟
Skygames	舞空竞赛
Skyhunter Cub	幼狮空猎者
Skyhunter Patrol	巡防空猎者
Skyhunter Prowler	游掠空猎者
Skyhunter Skirmisher	侦卫空猎者
Skyknight Legionnaire	空骑士军团兵
Skylasher	空击虫
Skyline Cascade	天际瀑布
Skyline Despot	天际霸王
Skyline Predator	天际掠夺者
Skymarch Bloodletter	血文天行客
Skymark Roc	空徽洛克鸟
Skyraker Giant	劫天巨人
Skyreach Manta	天翔鳐
Skyreaping	刈空扫击
Skyrider Elf	驭空妖精
Skyrider Trainee	空骑兵学员
Skyscribing	卜空卦
Skyshaper	塑风擎
Skyship Plunderer	飞船劫匪
Skyship Stalker	飞船伏龙
Skyship Weatherlight	晴空号飞船
Skyshooter	穹苍射手
Skyshroud Archer	天帷箭手
Skyshroud Behemoth	天帷贝西摩斯
Skyshroud Blessing	天帷之祷
Skyshroud Claim	天帷宣言
Skyshroud Condor	天帷兀鹰
Skyshroud Cutter	天帷割腕兽
Skyshroud Elf	天帷妖精
Skyshroud Elite	天帷精锐部队
Skyshroud Falcon	天帷猎鹰
Skyshroud Forest	天帷森林
Skyshroud Poacher	天帷盗猎者
Skyshroud Ranger	天帷流浪汉
Skyshroud Ridgeback	天帷隆背兽
Skyshroud Sentinel	天帷哨兵
Skyshroud Troll	天帷巨魔
Skyshroud Troopers	天帷武装兵
Skyshroud Vampire	天帷吸血鬼
Skyshroud War Beast	天帷战争兽
Skysnare Spider	天网蜘蛛
Skysovereign, Consul Flagship	执政官旗舰云威号
Skyspear Cavalry	空矛骑兵
Skyswirl Harrier	旋空鹞鹰
Skyward Eye Prophets	尊天先知
Skywatcher Adept	空卫能手
Skywhaler's Shot	飞鲸猎手射击
Skywinder Drake	掠空龙兽
Skywing Aven	天翼艾文
Skywise Teachings	穹慧教诲
Slab Hammer	巨石锤
Slag Fiend	熔渣邪鬼
Slagstorm	熔滓风暴
Slagwurm Armor	熔滓亚龙皮甲
Slash Panther	斩击豹
Slash of Talons	利爪挥斩
Slashing Tiger	猛虎
Slate Street Ruffian	石板街恶徒
Slate of Ancestry	古传石板
Slaughter	屠杀
Slaughter Cry	屠杀战嚎
Slaughter Drone	杀戮奴兽
Slaughter Games	屠杀游戏
Slaughter Pact	屠杀条约
Slaughterhorn	屠角兽
Slaughterhouse Bouncer	屠宰场守门者
Slave of Bolas	屈从波拉斯
Slavering Nulls	奴役躯壳
Slay	戕杀
Slayer of the Wicked	邪物克星
Slayer's Cleaver	克星砍刀
Slayer's Plate	克星板甲
Slayers' Stronghold	克星城塞
Sleek Schooner	华贵纵帆船
Sleep	眠梦咒
Sleep Paralysis	睡眠瘫痪症
Sleeper Agent	潜藏密探
Sleeper's Guile	密探的巧计
Sleeper's Robe	密探长袍
Sleeping Potion	催眠剂
Sleight of Hand	变戏法
Sleight of Mind	心之计
Slice and Dice	剁成碎片
Slice in Twain	一刀两断
Slime Molding	黏泞塑型
Slimy Kavu	黏泞卡甫
Slingbow Trap	掷弩陷阱
Slingshot Goblin	弹弓精灵
Slinking Giant	潜行巨人
Slinking Serpent	滑窜巨蛇
Slinking Skirge	鬼祟斯克魔
Slip Through Space	滑越空间
Slippery Bogle	油滑波葛
Slippery Karst	湿滑灰岩地
Slipstream Eel	滑流鳗
Slipstream Serpent	滑流巨蛇
Sliptide Serpent	戏潮巨蛇
Slith Ascendant	扬升斯立兹
Slith Bloodletter	血文斯立兹
Slith Firewalker	火行斯立兹
Slith Predator	掠夺斯立兹
Slith Strider	斯立兹神行客
Slither Blade	蛇身刀客
Slitherhead	滑地颅
Slithering Shade	湿滑阴魂
Slithermuse	蛇身思灵
Slithery Stalker	湿滑潜魔
Sliver Construct	裂片妖组构体
Sliver Hive	裂片妖母巢
Sliver Hivelord	裂片妖巢穴领主
Sliver Legion	裂片妖军团
Sliver Overlord	裂片妖大王
Sliver Queen	裂片妖后
Sliversmith	裂片塑匠
Slobad, Goblin Tinkerer	鬼怪修补匠史罗巴
Slow Motion	慢动作
Sludge Crawler	泥泞匍体
Sludge Strider	泥泞跨行虫
Sluggishness	怠惰
Sluiceway Scorpion	闸沟蝎子
Slum Reaper	陋巷镰刀手
Slumbering Dragon	静眠巨龙
Slumbering Tora	静眠虎
Sly Requisitioner	狡黠骗徒
Smallpox	小片毒疹
Smash	破碎击
Smash to Smithereens	砸成碎片
Smelt	热熔
Smelt-Ward Gatekeepers	熔护区门卫
Smite	重击
Smite the Monstrous	击灭恶物
Smog Elemental	烟雾元素
Smogsteed Rider	雾驹骑兵
Smoke	烟幕
Smoke Teller	烟卜师
Smokebraider	编烟师
Smokespew Invoker	烟糜召现师
Smokestack	烟囱
Smolder Initiate	窒烟学徒
Smoldering Butcher	飘烟屠夫
Smoldering Crater	闷燃火山口
Smoldering Efreet	闷燃魔神
Smoldering Marsh	闷燃沼地
Smoldering Spires	闷烧尖峰
Smoldering Tar	闷烧焦油
Smoldering Werewolf	闷燃狼人
Smother	闷杀
Smothering Abomination	窒息憎恨体
Smuggler Captain	走私船长
Smuggler's Copter	走私直升机
Snag	深水缠藤
Snake Basket	蛇笼
Snake Cult Initiation	蛇宗派仪式
Snake Pit	蛇坑
Snake Umbra	狡蛇本影
Snake of the Golden Grove	金森巨蚺
Snakeform	蛇化术
Snap	弹指
Snapback	突然跳回
Snapcaster Mage	迅咒法师
Snapping Creeper	急攫匍蔓
Snapping Drake	闪光龙兽
Snapping Gnarlid	急攫糙节兽
Snapping Sailback	急攫帆背龙
Snapping Thragg	快嘴甩客兽
Snapsail Glider	弹帆滑翔翼
Snare Thopter	圈套振翼机
Snare the Skies	探向天际
Snarling Undorak	咆哮昂多拉
Sneak Attack	偷袭
Sneaky Homunculus	鬼祟童妖
Snorting Gahr	喷息森林犀牛
Snow Devil	雪卷风
Snow Fortress	雪地要塞
Snow Hound	雪地猎犬
Snow-Covered Forest	覆雪树林
Snow-Covered Island	覆雪海岛
Snow-Covered Mountain	覆雪山脉
Snow-Covered Plains	覆雪平原
Snow-Covered Swamp	覆雪沼泽
Snowblind	雪盲
Snowfall	降雪
Snowhorn Rider	雪角兽骑兵
Snuff Out	除灭
Soar	飞翔
Soaring Hope	翱翔希望
Soaring Seacliff	翱翔海崖
Soilshaper	塑泥精
Sokenzan Bruiser	霜剑山巨汉
Sokenzan Renegade	霜剑山叛军
Sokenzan Spellblade	霜剑山咒刃
Sol Grail	阳光圣杯
Sol Ring	阳光戒
Sol'kanar the Swamp King	沼泽王索坎纳
Solar Blast	炎阳冲击波
Solar Tide	炽阳浪潮
Solarion	辉日霸
Soldevi Adnate	索地威合生牧师
Soldevi Digger	索地威挖掘机
Soldevi Excavations	索地威挖掘场
Soldevi Golem	索地威魔像
Soldevi Heretic	索地威异教徒
Soldevi Machinist	索地威机械技师
Soldevi Sage	索地威贤者
Soldevi Sentry	索地威哨兵
Soldevi Simulacrum	索地威幻影
Soldevi Steam Beast	索地威蒸气兽
Soldier	士兵
Soldier Replica	士兵摹制品
Soldier of Fortune	雇佣兵
Soldier of the Pantheon	万神殿卫
Solemn Offering	庄严献祭
Solemn Recruit	庄严新员
Solemn Simulacrum	黯色幻影
Solemnity	肃然致哀
Solfatara	硫汽孔
Solidarity	团结一致
Solidarity of Heroes	英雄齐心
Solitary Camel	独行骆驼
Solitary Confinement	单独拘禁
Solitary Hunter	独行猎人
Soliton	孤子
Soltari Champion	索泰利斗士
Soltari Crusader	索泰利圣战军
Soltari Emissary	索泰利密使
Soltari Foot Soldier	索泰利步行军
Soltari Guerrillas	索泰利游击兵
Soltari Lancer	索泰利枪骑兵
Soltari Monk	索泰利修行僧
Soltari Priest	索泰利祝祷士
Soltari Trooper	索泰利武装兵
Soltari Visionary	索泰利幻影师
Somber Hoverguard	灰沉空卫
Somberwald Alpha	松柏森首领
Somberwald Dryad	松柏森树灵
Somberwald Sage	松柏森智者
Somberwald Spider	松柏森蜘蛛
Somberwald Stag	松柏森雄鹿
Somberwald Vigilante	松柏森警卫
Somnomancer	入梦术士
Somnophore	瞌睡虫
Song of Blood	血祭之歌
Song of Serenity	清朗之歌
Song of the Dryads	树灵幽歌
Songs of the Damned	厄亡者之歌
Songstitcher	织歌者
Sonic Burst	音爆
Sonic Seizure	音波攫脑
Soot Imp	煤烟小恶魔
Sootfeather Flock	墨翼鸟群
Soothing Balm	镇痛香膏
Soothsaying	占卜未来
Sootstoke Kindler	燎烬师
Sootwalkers	煤烟行者
Sophic Centaur	半人马智士
Soramaro, First to Dream	始梦空麻吕
Soratami Cloud Chariot	空民云战车
Soratami Cloudskater	翔云空民
Soratami Mindsweeper	攫忆空民
Soratami Mirror-Guard	镜卫空民
Soratami Mirror-Mage	镜咒空民
Soratami Rainshaper	雨雕空民
Soratami Savant	空民学者
Soratami Seer	空民预言师
Soraya the Falconer	养鹰者索菈雅
Sorcerer's Strongbox	术士保险柜
Sorceress Queen	巫术女王
Sorcerous Sight	术士之眼
Sorcerous Spyglass	巫视望远镜
Sorin Markov	索霖马可夫
Sorin's Thirst	索霖的饥渴
Sorin's Vengeance	索霖的复仇
Sorin, Grim Nemesis	凛仇索霖
Sorin, Lord of Innistrad	依尼翠王者索霖
Sorin, Solemn Visitor	庄严访客索霖
Sorrow's Path	悲伤小径
Sosuke's Summons	苏介的召集
Sosuke, Son of Seshiro	濑四郎之子苏介
Soul Barrier	灵魂障蔽
Soul Bleed	灵魂流血
Soul Burn	焚魂
Soul Channeling	灵魂注入
Soul Charmer	魂魅怪
Soul Collector	搜魂妖
Soul Conduit	灵魂渠道
Soul Echo	灵魂回响
Soul Exchange	灵魂交换
Soul Feast	灵魂盛宴
Soul Foundry	灵魂压铸
Soul Kiss	灵魂之吻
Soul Link	灵魂羁绊
Soul Manipulation	操弄灵魂
Soul Net	亡灵之网
Soul Nova	灵魂散华
Soul Parry	灵魂格挡
Soul Ransom	掳魂勒赎
Soul Reap	收割灵魂
Soul Rend	撕裂灵魂
Soul Scourge	游魂祸害
Soul Sculptor	灵雕师
Soul Seizer	卷灵妖
Soul Separator	分灵器
Soul Shepherd	亡灵牧人
Soul Shred	碎灵术
Soul Snare	捕获灵魂
Soul Snuffers	掐灵师
